"article_id","product_code","name","product_type_no","product_type_name","category","graphical_appearance_no","graphical_appearance_name","colour_group_code","colour_group_name","perceived_colour_value_id","perceived_colour_value_name","perceived_colour_master_id","perceived_colour_master_name","department_no","department_name","index_code","index_name","index_group_no","index_group_name","section_no","section_name","garment_group_no","garment_group_name","description","price"
524465007,524465,"Beetle Beanie",75,"Hat/beanie","Accessories",1010016,"Solid",31,"Light Orange",1,"Dusty Light",3,"Orange",3945,"Knit & Woven","D","Divided",2,"Divided",52,"Divided Accessories",1019,"Accessories","Rib-knit hat in a double layer of soft cotton with an appliqué on the sewn-in turned-up hem.",41.15
723570001,723570,"Lowe basic peak cap melange",69,"Cap/peaked","Accessories",1010010,"Melange",6,"Light Grey",1,"Dusty Light",12,"Grey",2950,"Baby Toys/Acc","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1019,"Accessories","Cap in marled cotton jersey with elastication at the back.",22.16
806388009,806388,"Therese tee",255,"T-shirt","Garment Upper body",1010010,"Melange",7,"Grey",1,"Dusty Light",12,"Grey",1643,"Basic 1","D","Divided",2,"Divided",51,"Divided Basics",1002,"Jersey Basic","Wide T-shirt in soft cotton jersey with a ribbed neckline.",64.56
821107002,821107,"BEVERLY DENIM SKIRT",275,"Skirt","Garment Lower body",1010023,"Denim",9,"Black",4,"Dark",5,"Black",1444,"Skirts","D","Divided",2,"Divided",53,"Divided Collection",1012,"Skirts","Short, 5-pocket skirt in washed denim with a high waist, buttons down the front and a cut-off, raw-edge hem.",45.88
917297002,917297,"BLANKS JERRY OVERSIZED HOOD",308,"Hoodie","Garment Upper body",1010016,"Solid",11,"Off White",1,"Dusty Light",9,"White",5888,"Blanks","F","Menswear",3,"Menswear",26,"Men Underwear",1002,"Jersey Basic","Blank Staples is a streetwear collection of minimalistic pieces that are the perfect canvas for your personal style and creativity. This cosy hoodie is made from heavy, 460 gsm cotton sweatshirt fabric for a premium handfeel. In a straight cut and oversized for a relaxed fit, it has a double-layered, drawstring hood, kangaroo pocket, low dropped shoulders, long sleeves and ribbing at the cuffs and hem.",12.32
713986001,713986,"Manson sllim fit 2B blz",264,"Blazer","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",8615,"Blazer S&T","F","Menswear",3,"Menswear",23,"Men Suits & Tailoring",1008,"Dressed","Single-breasted jacket in a stretch weave with narrow notch lapels with a decorative buttonhole, a chest pocket, flap front pockets and one inner pocket. Two buttons at the front, decorative buttons at the cuffs and a single back vent. Lined. Slim fit that tapers at the chest and waist which, combined with slightly narrower sleeves, creates a fitted silhouette.",25.74
658361003,658361,"Ebba shopper",66,"Bag","Accessories",1010007,"Embroidery",33,"Dark Orange",4,"Dark",11,"Beige",3209,"Bags","C","Ladies Accessories",1,"Ladieswear",65,"Womens Big accessories",1019,"Accessories","Shopper in paper straw with two handles and a zip at the top and one inner compartment. Lined. Size 13x36x34 cm.",96.68
797313007,797313,"Dolly slacks",272,"Trousers","Garment Lower body",1010001,"All over pattern",19,"Greenish Khaki",2,"Medium Dusty",20,"Khaki green",8717,"Young Girl Trouser","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1009,"Trousers","Loose-fitting, pull-on trousers in a soft viscose weave with smocking and a decorative bow at the waist. Diagonal side pockets and tapered legs with rounded hems.",16.14
555825001,555825,"TD shadow check",259,"Shirt","Garment Upper body",1010004,"Check",9,"Black",4,"Dark",5,"Black",5731,"Shirt","F","Menswear",3,"Menswear",23,"Men Suits & Tailoring",1011,"Shirts","Checked shirt in a Tencel™ lyocell weave with a narrow turn-down collar, French front and yoke at the back. Long sleeves with buttoned cuffs, and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette.",23.17
564991006,564991,"Milad fleece",262,"Jacket","Garment Upper body",1010001,"All over pattern",7,"Grey",2,"Medium Dusty",12,"Grey",7812,"Kids Girl Outdoor","H","Children Sizes 92-140",4,"Baby/Children",45,"Kids Outerwear",1007,"Outdoor","Soft fleece jacket designed to be worn as a thermal mid layer with a stand-up collar, zip down the front and long raglan sleeves. Unlined.",59.46
747304002,747304,"Najs Price Tee",255,"T-shirt","Garment Upper body",1010001,"All over pattern",11,"Off White",1,"Dusty Light",9,"White",6525,"Baby Girl Jersey Fancy","G","Baby Sizes 50-98",4,"Baby/Children",40,"Baby Girl",1005,"Jersey Fancy","Short-sleeved top in soft, printed cotton jersey with a concealed press-stud on one shoulder and a gently rounded hem.",55.23
819004001,819004,"Class Marty necklace",77,"Necklace","Accessories",1010016,"Solid",5,"Gold",5,"Bright",15,"Metal",4344,"Jewellery","C","Ladies Accessories",1,"Ladieswear",66,"Womens Small accessories",1019,"Accessories","Thin metal chain necklace with a pendant in the shape of a crescent moon, and a trigger clasp. Adjustable length 48-57 cm.",96.92
629881005,629881,"OL CARMELO PQ Wedge (1)",95,"Wedge","Shoes",1010016,"Solid",9,"Black",4,"Dark",5,"Black",3040,"Premium Quality","C","Ladies Accessories",1,"Ladieswear",64,"Womens Shoes",1020,"Shoes","Wedge-heel sandals with an ankle-height shaft, open section at the back, ankle strap with an adjustable metal buckle and a strap over the foot. Heels and insoles covered in braided jute. Rubber soles. Platform front approx. 3.5 cm, heel approx. 9 cm.",13.91
714493006,714493,"Adeline linen longsleeve",254,"Top","Garment Upper body",1010016,"Solid",31,"Light Orange",1,"Dusty Light",3,"Orange",1676,"Jersey Basic","A","Ladieswear",1,"Ladieswear",16,"Womens Everyday Basics",1002,"Jersey Basic","V-neck top in airy linen jersey with long sleeves and short slits in the sides. Slightly longer at the back.",55.55
871710010,871710,"SPEED BRUNO  SHIRT",259,"Shirt","Garment Upper body",1010016,"Solid",11,"Off White",1,"Dusty Light",9,"White",1543,"Tops Woven","D","Divided",2,"Divided",53,"Divided Collection",1010,"Blouses","Oversized shirt in soft, narrow-wale cotton corduroy with a collar, covered buttons down the front, dropped shoulders and long sleeves with buttoned cuffs. Open chest pockets and a gently rounded hem. Slightly longer at the back.",38.06
552346025,552346,"SKINNY BASIC 89",272,"Trousers","Garment Lower body",1010023,"Denim",71,"Light Blue",1,"Dusty Light",2,"Blue",8917,"Young Girl Denim","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1016,"Trousers Denim","Slim-fit jeans in washed, superstretch, flexible denim for maximum mobility. Adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.",49.56
841062002,841062,"Rincon L/S",252,"Sweater","Garment Upper body",1010008,"Front print",10,"White",3,"Light",9,"White",5848,"Jersey Fancy","F","Menswear",3,"Menswear",21,"Contemporary Casual",1005,"Jersey Fancy","Long-sleeved top in sturdy jersey with a print motif on the front, round neckline, ribbing at the cuffs and short slits in the sides.",19.51
700933001,700933,"SB Cape own low",270,"Garment Set","Garment Full body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",4216,"Dress-up Boys","J","Children Accessories, Swimwear",4,"Baby/Children",43,"Kids Accessories, Swimwear & D",1019,"Accessories","Jersey fancy dress cape with a hood with appliqués and a concealed hook and loop fastening at the neck. Unlined.",65.76
723478001,723478,"ROBIN CREW",308,"Hoodie","Garment Upper body",1010005,"Colour blocking",73,"Dark Blue",4,"Dark",2,"Blue",7648,"Kids Boy Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",46,"Kids Boy",1005,"Jersey Fancy","Long-sleeved top in printed sweatshirt fabric with ribbing around the neckline, cuffs and hem. Soft brushed inside.",67.67
626537001,626537,"Cady sandal BG",91,"Sandals","Shoes",1010016,"Solid",10,"White",3,"Light",9,"White",4321,"Young Girl Shoes","J","Children Accessories, Swimwear",4,"Baby/Children",42,"Kids & Baby Shoes",1020,"Shoes","Imitation leather sandals with an adjustable hook and loop fastening at one side. Imitation leather insoles and rubber soles.",68.52
867212001,867212,"COLAB C.KIJAK MIKA CREW",252,"Sweater","Garment Upper body",1010008,"Front print",9,"Black",4,"Dark",5,"Black",7648,"Kids Boy Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",46,"Kids Boy",1005,"Jersey Fancy","KAROLINA KIJAK x H&M. Long-sleeved top in lightweight sweatshirt fabric made from a cotton blend with a print motif. Ribbing around the neckline, cuffs and hem.",23.68
712295008,712295,"Lucious",308,"Hoodie","Garment Upper body",1010001,"All over pattern",19,"Greenish Khaki",4,"Dark",20,"Khaki green",5283,"Jacket Street","F","Menswear",3,"Menswear",31,"Mens Outerwear",1007,"Outdoor","Jacket in woven fabric with a slight sheen. Mesh-lined drawstring hood, zip down the front, zipped side pockets and elasticated cuffs. Mesh lining.",80.27
666247003,666247,"Highline Highwaist Brief SPEED",59,"Swimwear bottom","Swimwear",1010016,"Solid",42,"Red",5,"Bright",18,"Red",4242,"Swimwear","B","Lingeries/Tights",1,"Ladieswear",60,"Womens Swimwear, beachwear",1018,"Swimwear","Fully lined bikini bottoms with a high waist and high cut at the back.",29.44
546335002,546335,"Fox",265,"Dress","Garment Full body",1010021,"Lace",9,"Black",4,"Dark",5,"Black",1313,"Dress","A","Ladieswear",1,"Ladieswear",11,"Womens Tailoring",1013,"Dresses Ladies","Short V-neck dress in lace with a concealed zip at the back, long, straight sleeves and a seam at the waist. Jersey lining.",51.38
722520004,722520,"Sunrize jumpsuit",267,"Jumpsuit/Playsuit","Garment Full body",1010001,"All over pattern",7,"Grey",2,"Medium Dusty",-1,"Unknown",5961,"Dresses DS","D","Divided",2,"Divided",58,"Divided Selected",1013,"Dresses Ladies","Jumpsuit in woven fabric with a V-neck, sewn-in wrapover at the front and narrow, adjustable shoulder straps. Low cut and a concealed zip at the back, and straight, wide legs.",15.2
735530001,735530,"EDC Elise Top",258,"Blouse","Garment Upper body",1010001,"All over pattern",12,"Light Beige",1,"Dusty Light",11,"Beige",3090,"Campaigns","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1023,"Special Offers","Short blouse in airy, crinkled chiffon made partly from recycled polyester with a wide neckline and pleats at the top. Low dropped shoulders, wide, 3/4-length sleeves and an open back with decorative gathers and ties. Unlined.",15.52
622162001,622162,"Cannes",252,"Sweater","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1676,"Jersey Basic","A","Ladieswear",1,"Ladieswear",16,"Womens Everyday Basics",1002,"Jersey Basic","Shorter, straight-cut top in lightweight sweatshirt fabric with a wide neckline and long, wide raglan sleeves.",15.23
550888008,550888,"Chris Cargo (1)",272,"Trousers","Garment Lower body",1010016,"Solid",19,"Greenish Khaki",4,"Dark",20,"Khaki green",5656,"Trouser","F","Menswear",3,"Menswear",21,"Contemporary Casual",1009,"Trousers","Stretch cotton twill cargo joggers in a relaxed fit with a zip fly and button and slightly lower crotch. Side pockets, back pockets and leg pockets with a flap and press-stud, and tapered legs with elasticated hems.",99.54
769561001,769561,"ED Griezman",254,"Top","Garment Upper body",1010016,"Solid",11,"Off White",1,"Dusty Light",9,"White",1909,"Woven top","A","Ladieswear",1,"Ladieswear",2,"H&M+",1010,"Blouses","Blouse in a crinkled viscose weave with a V-neck, short dolman sleeves with sewn-in turn-ups, and a gently rounded hem. Wide fit with a gentle drape to the hem.",37.29
862821001,862821,"Madeira mesh tank",253,"Vest top","Garment Upper body",1010028,"Mesh",9,"Black",4,"Dark",5,"Black",8316,"Ladies Sport Bras","S","Sport",26,"Sport",5,"Ladies H&M Sport",1005,"Jersey Fancy","Sleeveless sports top in fast-drying functional fabric with ventilating mesh sections and a racer back. Rounded and slightly longer at the back.",72.55
875005001,875005,"SPORT speedy Tee",255,"T-shirt","Garment Upper body",1010016,"Solid",31,"Light Orange",1,"Dusty Light",3,"Orange",2032,"Jersey","A","Ladieswear",1,"Ladieswear",8,"Mama",1005,"Jersey Fancy","Straight-cut sports top in fast-drying mesh with short sleeves and a rounded hem. Gathers in the sides for best fit over the tummy. The polyester content of the top is recycled.",22.8
586664003,586664,"Bea Drapy top",258,"Blouse","Garment Upper body",1010001,"All over pattern",11,"Off White",1,"Dusty Light",9,"White",2035,"Nursing","A","Ladieswear",1,"Ladieswear",8,"Mama",1005,"Jersey Fancy","V-neck jersey nursing top with a wrapover front, concealed press-stud at the top and long sleeves. Practical inner top for ease of nursing access.",55.85
772551003,772551,"Tilda.",258,"Blouse","Garment Upper body",1010017,"Stripe",73,"Dark Blue",4,"Dark",2,"Blue",1515,"Blouse","A","Ladieswear",1,"Ladieswear",11,"Womens Tailoring",1010,"Blouses","Short-sleeved blouse in woven fabric with a collar, concealed buttons down the front, a yoke with a pleat at the back, and a gently rounded hem.",20.92
666225002,666225,"MOUNTAIN hairy crewneck",252,"Sweater","Garment Upper body",1010010,"Melange",14,"Dark Beige",4,"Dark",11,"Beige",7520,"Knitwear","F","Menswear",3,"Menswear",28,"Men Edition",1003,"Knitwear","Jumper knitted in a wool blend with wide ribbing around the neckline, cuffs and hem.",65.37
517921001,517921,"Dotty Hoodie",306,"Bra","Underwear",1010001,"All over pattern",51,"Light Pink",1,"Dusty Light",4,"Pink",3709,"Nightwear","B","Lingeries/Tights",1,"Ladieswear",62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Longer hooded top in soft fleece with long raglan sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft and fluffy inside.",19.09
679948011,679948,"MAXIMUS sweatpants BB 2-p",272,"Trousers","Garment Lower body",1010010,"Melange",17,"Yellowish Brown",2,"Medium Dusty",13,"Brown",8768,"Young Boy Jersey Basic","I","Children Sizes 134-170",4,"Baby/Children",72,"Boys Underwear & Basics",1002,"Jersey Basic","Joggers in soft jersey with elasticated ribbing and a drawstring at the waist, side pockets and tapered legs with ribbed hems.",99.7
553800001,553800,"Porto top",252,"Sweater","Garment Upper body",1010017,"Stripe",43,"Dark Red",4,"Dark",3,"Orange",1636,"Jersey fancy","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1005,"Jersey Fancy","Long-sleeved top in soft striped jersey with dropped shoulders with a frill.",15.61
693337003,693337,"Benny tube scarf",80,"Scarf","Accessories",1010017,"Stripe",73,"Dark Blue",4,"Dark",2,"Blue",2950,"Baby Toys/Acc","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1019,"Accessories","Tube scarf in a soft cotton knit.",31.53
826498004,826498,"Fletcher",252,"Sweater","Garment Upper body",1010016,"Solid",52,"Pink",7,"Medium",4,"Pink",1626,"Knitwear","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1003,"Knitwear","Jumper in a soft, fine knit containing some wool with long puff sleeves and ribbing around the neckline, cuffs and hem. The polyester content of the jumper is recycled.",98.53
693836002,693836,"James Half Zip",252,"Sweater","Garment Upper body",1010002,"Application/3D",73,"Dark Blue",4,"Dark",2,"Blue",7658,"Kids Boy Knitwear","H","Children Sizes 92-140",4,"Baby/Children",46,"Kids Boy",1003,"Knitwear","Jumper in soft, fine-knit cotton with appliqués at the top, a ribbed stand-up collar with a zip, and ribbing at the cuffs and hem.",72.29
572797033,572797,"ESSENTIAL TANKTOP LACE",253,"Vest top","Garment Upper body",1010016,"Solid",51,"Light Pink",1,"Dusty Light",4,"Pink",1660,"Jersey","A","Ladieswear",1,"Ladieswear",6,"Womens Casual",1005,"Jersey Fancy","Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.",37.56
723529003,723529,"Lazer Razer Adj. push triangle",298,"Bikini top","Swimwear",1010017,"Stripe",71,"Light Blue",3,"Light",2,"Blue",4242,"Swimwear","B","Lingeries/Tights",1,"Ladieswear",60,"Womens Swimwear, beachwear",1018,"Swimwear","Triangle bikini top with scalloped trims and gathered, moulded, padded cups for a larger bust and fuller cleavage. Ties at the back and back of the neck.",66.15
554541006,554541,"SKINNY SS",272,"Trousers","Garment Lower body",1010023,"Denim",9,"Black",4,"Dark",5,"Black",8956,"Young Boy Denim","I","Children Sizes 134-170",4,"Baby/Children",47,"Young Boy",1016,"Trousers Denim","5-pocket slim-fit jeans in washed, superstretch, flexible denim for maximum mobility with an adjustable, elasticated waist, zip fly and narrow hems.",83.26
786925001,786925,"Calista.",245,"Cardigan","Garment Upper body",1010010,"Melange",51,"Light Pink",1,"Dusty Light",4,"Pink",1616,"Knitwear","A","Ladieswear",1,"Ladieswear",11,"Womens Tailoring",1003,"Knitwear","Cardigan in a soft, fine-knit viscose blend with a round neck and buttons down the front.",57.43
